id,nivel,tema,tipo,pregunta,opcion_a,opcion_b,opcion_c,opcion_d,respuesta,explicacion,fuente
C1-ACC-0020,C1,Accentuació i dièresi,test,Tria la forma escrita correctament.,veina,veína,veïna,vèina,C,Veïna porta dièresi per indicar hiat.,Material original
C1-ACC-0021,C1,Accentuació i dièresi,test,Tria la forma escrita correctament.,agraïà,agraïa,agraia,agraía,B,Agraïa porta dièresi per marcar el hiat.,Material original
C1-ACC-0022,C1,Accentuació i dièresi,test,Tria la forma escrita correctament.,conduia,conduía,condüia,conduïa,D,Conduïa porta dièresi en la i.,Material original
C1-ACC-0023,C1,Accentuació i dièresi,test,Tria la forma escrita correctament.,països,paisos,paísos,paíssos,A,Països porta dièresi perquè la i forma hiat.,Material original
C1-ACC-0024,C1,Accentuació i dièresi,test,Tria la forma escrita correctament.,diùrn,díurn,diürn,diurn,C,Diürn porta dièresi.,Material original
C1-ACC-0025,C1,Accentuació i dièresi,test,Tria la forma escrita correctament.,suís,súis,suïs,suis,A,Suís porta accent en la i tònica.,Material original
C1-ACC-0026,C1,Accentuació i dièresi,test,Tria la forma escrita correctament.,heroina,héroina,heroína,heroïna,D,Heroïna porta dièresi.,Material original
C1-ACC-0027,C1,Accentuació i dièresi,test,Tria la forma escrita correctament.,café,càfe,cafè,cafe,A,En valencià és habitual la forma café amb accent tancat.,Material original
C1-ACC-0028,C1,Accentuació i dièresi,test,Tria la forma escrita correctament.,anglès,ángles,anglés,angles,C,En valencià estàndard: anglés.,Material original
C1-ACC-0029,C1,Accentuació i dièresi,test,Tria la forma escrita correctament.,interés,ínteres,interes,interès,A,En valencià estàndard: interés.,Material original
C1-ACC-0030,C1,Accentuació i dièresi,test,Tria la forma escrita correctament.,còneixer,conéixer,conèixer,coneixer,B,En valencià estàndard: conéixer.,Material original
C1-ACC-0031,C1,Accentuació i dièresi,test,Tria la forma escrita correctament.,crèixer,creixer,créixer,creïxer,C,En valencià estàndard: créixer.,Material original
C1-ACC-0040,C1,Accentuació i dièresi,test,El signe de “veïna” indica...,guionet,accent tancat,dièresi,accent obert,C,La dièresi marca que la i es pronuncia separada.,Material original
C1-ACC-0041,C1,Accentuació i dièresi,test,Per què “país” no porta dièresi?,no porta dièresi perquè l’accent ja marca el hiat,perquè és monosíl·laba,perquè és una paraula plana,perquè no té hiat,A,"Quan hi ha accent gràfic, no cal dièresi.",Material original
C1-ACC-0042,C1,Accentuació i dièresi,test,"En “a més a més”, la paraula amb accent és...",cap,darrere,més,a,B,Més porta accent diacrític.,Material original
C1-ACC-0419,C1,Accentuació i ortografia,hueco,Completa: És una ___ complicada.,,,,,qüestió,"Fixa’t en accents, dièresi o grafies normatives.",Material original
C1-ACC-0420,C1,Accentuació i ortografia,hueco,Completa: M’agrada el ___ moscatell.,,,,,raïm,"Fixa’t en accents, dièresi o grafies normatives.",Material original
C1-ACC-0421,C1,Accentuació i ortografia,hueco,Completa: La meua ___ és professora.,,,,,veïna,"Fixa’t en accents, dièresi o grafies normatives.",Material original
C1-ACC-0422,C1,Accentuació i ortografia,hueco,Completa: Hem de ___ amb l’equip.,,,,,col·laborar,"Fixa’t en accents, dièresi o grafies normatives.",Material original
C1-ACC-0423,C1,Accentuació i ortografia,hueco,Completa: Presenta la ___ dins del termini.,,,,,sol·licitud,"Fixa’t en accents, dièresi o grafies normatives.",Material original
C1-APO-0088,C1,Apostrofació i contraccions,test,Tria la forma més adequada.,là història,l’història,la història,el història,C,La no s’apostrofa davant hi àtona.,Material original
C1-APO-0089,C1,Apostrofació i contraccions,test,Tria la forma més adequada.,la Índia,el Índia,l’Índia,là Índia,C,La s’apostrofa davant i tònica.,Material original
C1-APO-0090,C1,Apostrofació i contraccions,test,Tria la forma més adequada.,de hora,d’hora,d hora,dora,B,De s’apostrofa davant vocal o h.,Material original
C1-APO-0091,C1,Apostrofació i contraccions,test,Tria la forma més adequada.,a la escola,a l’escola,al escola,a lescola,B,A + el/la apostrofat segons el cas: a l’escola.,Material original
C1-COM-0300,C1,Comprensió escrita,test,"Text: La digitalització de l’administració ha simplificat molts tràmits, però també ha evidenciat desigualtats d’accés. Les persones que no disposen de competències digitals poden trobar dificultats per presentar sol·licituds, demanar cites o consultar notificacions. Per això, diverses oficines han creat punts d’acompanyament presencial.

Quina idea resumeix millor el text?",Les notificacions ja no són necessàries,La digitalització elimina tots els problemes,"La digitalització facilita tràmits, però pot excloure persones",Les oficines presencials desapareixeran,C,El text presenta avantatges i límits.,Material original
C1-COM-0301,C1,Comprensió escrita,test,"Text: La digitalització de l’administració ha simplificat molts tràmits, però també ha evidenciat desigualtats d’accés. Les persones que no disposen de competències digitals poden trobar dificultats per presentar sol·licituds, demanar cites o consultar notificacions. Per això, diverses oficines han creat punts d’acompanyament presencial.

Què poden tindre dificultats a fer algunes persones?",Fer esport,Votar per correu,Presentar sol·licituds,Comprar llibres,C,És un dels exemples donats.,Material original
C1-COM-0302,C1,Comprensió escrita,test,"Text: La digitalització de l’administració ha simplificat molts tràmits, però també ha evidenciat desigualtats d’accés. Les persones que no disposen de competències digitals poden trobar dificultats per presentar sol·licituds, demanar cites o consultar notificacions. Per això, diverses oficines han creat punts d’acompanyament presencial.

Per què es creen punts d’acompanyament?",Per vendre equips informàtics,Per substituir internet,Per reduir personal,Per ajudar qui té dificultats digitals,D,La relació causal és clara en l’última frase.,Material original
C1-COM-0303,C1,Comprensió escrita,test,"Text: L’informe no qüestiona la necessitat de millorar el transport públic, sinó la manca d’indicadors per avaluar-ne l’eficàcia. Recomana definir objectius mesurables, publicar dades periòdiques i incorporar l’opinió de les persones usuàries abans d’ampliar el servei.

Què critica l’informe?",L’opinió de les persones usuàries,La publicació de dades,La manca d’indicadors d’avaluació,La millora del transport públic,C,"El text diu que no qüestiona la necessitat, sinó la manca d’indicadors.",Material original
C1-COM-0304,C1,Comprensió escrita,test,"Text: L’informe no qüestiona la necessitat de millorar el transport públic, sinó la manca d’indicadors per avaluar-ne l’eficàcia. Recomana definir objectius mesurables, publicar dades periòdiques i incorporar l’opinió de les persones usuàries abans d’ampliar el servei.

Què recomana fer abans d’ampliar el servei?",Reduir dades,Eliminar línies,Tancar estacions,Incorporar l’opinió de les persones usuàries,D,És una recomanació explícita.,Material original
C1-COM-0305,C1,Comprensió escrita,test,"Text: L’informe no qüestiona la necessitat de millorar el transport públic, sinó la manca d’indicadors per avaluar-ne l’eficàcia. Recomana definir objectius mesurables, publicar dades periòdiques i incorporar l’opinió de les persones usuàries abans d’ampliar el servei.

Quin sentit té “sinó” en el text?",Expressa temps,Afegeix una causa,Marca una condició,Introdueix una alternativa oposada,D,"No qüestiona X, sinó Y.",Material original
C1-COR-0244,C1,Correcció d’errades,texto,"Corregeix: “En quant a la matrícula, cal revisar el termini”.",,,,,"Pel que fa a la matrícula, cal revisar el termini.",Forma correcta: quant a / pel que fa a.,Material original
C1-COR-0245,C1,Correcció d’errades,texto,"Corregeix: “Degut a la pluja, s’ha suspés la prova”.",,,,,"A causa de la pluja, s’ha suspés la prova.","En registre formal, a causa de és més segur.",Material original
C1-COR-0246,C1,Correcció d’errades,texto,"Corregeix: “D’acord a les bases, cal presentar el DNI”.",,,,,"D’acord amb les bases, cal presentar el DNI.",Construcció: d’acord amb.,Material original
C1-COR-0247,C1,Correcció d’errades,texto,"Corregeix: “En relació a la sol·licitud, falta una signatura”.",,,,,"En relació amb la sol·licitud, falta una signatura.",Construcció formal: en relació amb.,Material original
C1-COR-0248,C1,Correcció d’errades,texto,Corregeix: “Hi ha que presentar la documentació”.,,,,,Cal que presentes la documentació.,Necessitat: cal que / cal + infinitiu.,Material original
C1-COR-0249,C1,Correcció d’errades,texto,Corregeix: “No sé que vols dir” quan és interrogatiu indirecte.,,,,,No sé què vols dir.,Què interrogatiu porta accent.,Material original
C1-COR-0250,C1,Correcció d’errades,texto,Corregeix: “La persona que li vaig telefonar no respon”.,,,,,La persona a qui vaig telefonar no respon.,Amb telefonar: a qui.,Material original
C1-COR-0251,C1,Correcció d’errades,texto,Corregeix: “El document el qual he llegit és clar”.,,,,,El document que he llegit és clar.,Per a relatiu especificatiu simple: que.,Material original
C1-COR-0252,C1,Correcció d’errades,texto,Corregeix: “Vaig veure a Maria i la vaig donar el llibre”.,,,,,Vaig veure Maria i li vaig donar el llibre.,Donar a algú: li.,Material original
C1-COR-0264,C1,Correcció d’errades,test,"Corregeix: “En quant a la matrícula, cal revisar el termini”.","Pel que fa a la matrícula, cal revisar el termini.","En quant a la matrícula, cal revisar el termini",La frase és correcta tal com està.,No cal cap canvi.,A,Forma correcta: quant a / pel que fa a.,Material original
C1-COR-0265,C1,Correcció d’errades,test,"Corregeix: “Degut a la pluja, s’ha suspés la prova”.","A causa de la pluja, s’ha suspés la prova.","Degut a la pluja, s’ha suspés la prova",La frase és correcta tal com està.,No cal cap canvi.,A,"En registre formal, a causa de és més segur.",Material original
C1-COR-0266,C1,Correcció d’errades,test,"Corregeix: “D’acord a les bases, cal presentar el DNI”.","D’acord amb les bases, cal presentar el DNI.","D’acord a les bases, cal presentar el DNI",La frase és correcta tal com està.,No cal cap canvi.,A,Construcció: d’acord amb.,Material original
C1-COR-0267,C1,Correcció d’errades,test,"Corregeix: “En relació a la sol·licitud, falta una signatura”.","En relació amb la sol·licitud, falta una signatura.","En relació a la sol·licitud, falta una signatura",La frase és correcta tal com està.,No cal cap canvi.,A,Construcció formal: en relació amb.,Material original
C1-COR-0268,C1,Correcció d’errades,test,Corregeix: “Hi ha que presentar la documentació”.,Hi ha que presentar la documentació,Hi ha que presentes la documentació.,Cap de les anteriors,Cal que presentes la documentació.,D,Necessitat: cal que / cal + infinitiu.,Material original
C1-COR-0269,C1,Correcció d’errades,test,Corregeix: “No sé que vols dir” quan és interrogatiu indirecte.,No sé què vols dir.,No sé que vols dir,La frase és correcta tal com està.,No cal cap canvi.,A,Què interrogatiu porta accent.,Material original
C1-COR-0270,C1,Correcció d’errades,test,Corregeix: “La persona que li vaig telefonar no respon”.,La persona a qui vaig telefonar no respon.,La persona que li vaig telefonar no respon,La frase és correcta tal com està.,No cal cap canvi.,A,Amb telefonar: a qui.,Material original
C1-COR-0271,C1,Correcció d’errades,test,Corregeix: “El document el qual he llegit és clar”.,El document que he llegit és clar.,El document el qual he llegit és clar,La frase és correcta tal com està.,No cal cap canvi.,A,Per a relatiu especificatiu simple: que.,Material original
C1-COR-0272,C1,Correcció d’errades,test,Corregeix: “Vaig veure a Maria i la vaig donar el llibre”.,Vaig veure Maria i li vaig donar el llibre.,Vaig veure a Maria i la vaig donar el llibre,La frase és correcta tal com està.,No cal cap canvi.,A,Donar a algú: li.,Material original
C1-EXP-0317,C1,Expressió escrita,redaccio,Redacta una carta formal de 180-220 paraules per sol·licitar la revisió d’una nota.,,,,,Resposta oberta,"Ha de ser clara, respectuosa i argumentada.",Material original
C1-EXP-0318,C1,Expressió escrita,redaccio,Escriu un article d’opinió sobre la digitalització de l’administració.,,,,,Resposta oberta,"Inclou tesi, arguments, contraargument i conclusió.",Material original
C1-EXP-0319,C1,Expressió escrita,redaccio,Redacta un informe breu sobre mesures per fomentar el valencià en un centre de treball.,,,,,Resposta oberta,"Usa registre formal, apartats i propostes concretes.",Material original
C1-EXP-0320,C1,Expressió escrita,redaccio,Escriu una queixa formal per retards reiterats en un servei públic.,,,,,Resposta oberta,"Distingix fets, conseqüències i petició final.",Material original
C1-EXP-0321,C1,Expressió escrita,redaccio,Resumeix i valora una notícia d’actualitat sense copiar-ne frases.,,,,,Resposta oberta,Demostra capacitat de síntesi i valoració pròpia.,Material original
C1-EXP-0322,C1,Expressió escrita,redaccio,Redacta una entrada de blog sobre hàbits d’estudi per a preparar oposicions.,,,,,Resposta oberta,"To divulgatiu, connectors i exemples pràctics.",Material original
C1-EXP-0323,C1,Expressió escrita,redaccio,Escriu una resposta formal a una persona que demana informació incompleta.,,,,,Resposta oberta,Demana aclariments amb cortesia i precisió.,Material original
C1-EXP-0331,C1,Expressió oral,oral,Defensa una proposta per augmentar l’ús social del valencià.,,,,,Resposta oberta,"Inclou diagnòstic, mesures i possibles dificultats.",Material original
C1-EXP-0332,C1,Expressió oral,oral,Compara la formació presencial i la formació en línia en l’àmbit laboral.,,,,,Resposta oberta,Usa connectors comparatius i concessius.,Material original
C1-EXP-0333,C1,Expressió oral,oral,Exposa la teua opinió sobre la conciliació laboral i familiar.,,,,,Resposta oberta,Evita generalitzacions i aporta exemples.,Material original
C1-EXP-0334,C1,Expressió oral,oral,Resumeix oralment un text informatiu i dona’n una valoració.,,,,,Resposta oberta,Diferencia informació del text i opinió personal.,Material original
C1-FRA-0202,C1,Fraseologia,test,Tria la locució adequada.,hui de matí,de tant en tant,abans-d’ahir,a hores d’ara,D,A hores d’ara vol dir en aquest moment.,Material original
C1-FRA-0203,C1,Fraseologia,test,Tria la locució adequada.,de cap manera,exactament,a cau d’orella,si fa no fa,D,Vol dir aproximadament.,Material original
C1-FRA-0204,C1,Fraseologia,test,Tria la locució adequada.,sempre,mai,a la força,de tant en tant,D,De vez en cuando és de tant en tant.,Material original
C1-FRA-0205,C1,Fraseologia,test,Tria la locució adequada.,a medio plazo,a mitjan termini,a termini mig,al mig plaç,B,A medio plazo: a mitjan termini.,Material original
C1-FRA-0206,C1,Fraseologia,test,Tria la locució adequada.,en quan a,en quant a,amb lo que fa a,pel que fa a,D,Pel que fa a és adequat en registre formal.,Material original
C1-LEX-0170,C1,Lèxic,test,Tria l’equivalent més adequat.,desenrotllar sempre,desenvolupar,desarrotllar,desarrollar,B,Desarrollar és desenvolupar/desenrotllar; desenvolupar és forma general.,Material original
C1-LEX-0171,C1,Lèxic,test,Tria l’equivalent més adequat.,enterar-se,assabentar-se,entendre’s,donar-se compte,B,Enterarse és assabentar-se.,Material original
C1-LEX-0172,C1,Lèxic,test,Tria l’equivalent més adequat.,comptar-se,adonar-se,donar-se compte,fer-se conte,B,Adonar-se és la forma genuïna.,Material original
C1-LEX-0173,C1,Lèxic,test,Tria l’equivalent més adequat.,netejar sempre,esborrar,borrar,borronar,B,Borrar és esborrar.,Material original
C1-LEX-0174,C1,Lèxic,test,Tria l’equivalent més adequat.,archiu,archivo,arxiu,fitxer sempre,C,Archivo és arxiu; fitxer en informàtica.,Material original
C1-LEX-0175,C1,Lèxic,test,Tria l’equivalent més adequat.,plaç,plaça,plazo,termini,D,Plazo és termini.,Material original
C1-LEX-0176,C1,Lèxic,test,Tria l’equivalent més adequat.,medi sempre,mitjà,mig sempre,medio,B,Medio de comunicación és mitjà.,Material original
C1-LEX-0177,C1,Lèxic,test,Tria l’equivalent més adequat.,medició,mida sempre,medida,mesura,D,Medida pot ser mesura; mida és dimensions.,Material original
C1-LEX-0178,C1,Lèxic,test,Tria l’equivalent més adequat.,anar-se’n,adreçar-se,endressar-se,dirigirse,B,Dirigirse a alguien és adreçar-se.,Material original
C1-LEX-0179,C1,Lèxic,test,Tria l’equivalent més adequat.,rellenar estàndard,rellenar,emplenar,plenar únicament,C,Rellenar un formulari és emplenar.,Material original
C1-LEX-0180,C1,Lèxic,test,Tria l’equivalent més adequat.,donar només,liberar sempre,entregar,lliurar,D,Entregar formalment és lliurar.,Material original
C1-LEX-0181,C1,Lèxic,test,Tria l’equivalent més adequat.,disfrutar,gaudir,gojar sempre,fruir únicament,B,Disfrutar és gaudir.,Material original
C1-LEX-0182,C1,Lèxic,test,Tria l’equivalent més adequat.,ajornament,emplaçament,aplazamiento,retardament,A,Aplazar és ajornar; ajornament.,Material original
C1-LEX-0183,C1,Lèxic,test,Tria l’equivalent més adequat.,correcció sempre,enmienda,menda,esmena,D,Enmienda és esmena.,Material original
C1-LEX-0184,C1,Lèxic,test,Tria l’equivalent més adequat.,gastament,gasto,costa,despesa,D,Gasto és despesa.,Material original
C1-LEX-0185,C1,Lèxic,test,Tria l’equivalent més adequat.,entrada sempre,ingrés,ingreso,ingrésse,B,Ingreso econòmic és ingrés.,Material original
C1-LEX-0186,C1,Lèxic,test,Tria l’equivalent més adequat.,recorso,recurso,ressort,recurs,D,Recurso és recurs.,Material original
C1-LEX-0187,C1,Lèxic,test,Tria l’equivalent més adequat.,alegació,alegación,al·legació,allegació,C,Al·legació porta ela geminada.,Material original
C1-ORT-0062,C1,Ortografia,test,Quina opció està escrita correctament?,rellotge,reloigge,relotge,rellotje,A,Rellotge porta ll i tg.,Material original
C1-ORT-0063,C1,Ortografia,test,Quina opció està escrita correctament?,juzgat,jutjat,jutgat,jujat,B,Jutjat porta tj.,Material original
C1-ORT-0064,C1,Ortografia,test,Quina opció està escrita correctament?,desitjar,desidjar,desitxar,desijar,A,Desitjar porta tj.,Material original
C1-ORT-0065,C1,Ortografia,test,Quina opció està escrita correctament?,mitxà,mijà,mitjà,migjà,C,Mitjà porta tj.,Material original
C1-ORT-0066,C1,Ortografia,test,Quina opció està escrita correctament?,col-laborar,col·laborar,colaborar,col.laborar,B,La ela geminada s’escriu amb punt volat.,Material original
C1-ORT-0067,C1,Ortografia,test,Quina opció està escrita correctament?,ilegal,il-legal,il·legal,il.legal,C,Il·legal porta ela geminada.,Material original
C1-ORT-0068,C1,Ortografia,test,Quina opció està escrita correctament?,sol-licitar,sol·licitar,solicitar,sol.licitar,B,Sol·licitar porta ela geminada.,Material original
C1-ORT-0069,C1,Ortografia,test,Quina opció està escrita correctament?,exel·lent,excel·lent,excelent,exellent,B,Excel·lent porta x i ela geminada.,Material original
C1-ORT-0070,C1,Ortografia,test,Quina opció està escrita correctament?,paraŀlel,paralel,parallel,paral·lel,D,Paral·lel porta ela geminada.,Material original
C1-ORT-0071,C1,Ortografia,test,Quina opció està escrita correctament?,al·lérgia,al·lèrgia,alergia,allèrgia,B,Al·lèrgia porta ela geminada.,Material original
C1-ORT-0072,C1,Ortografia,test,Quina opció està escrita correctament?,assumte,asumpte,asumte,assumpte,D,Assumpte porta ss i mp.,Material original
C1-ORT-0073,C1,Ortografia,test,Quina opció està escrita correctament?,pressupostt,presupost,pressupost,presupuest,C,Pressupost porta ss.,Material original
C1-ORT-0074,C1,Ortografia,test,Quina opció està escrita correctament?,escisió,excisió,escició,escissió,D,Escissió porta ss.,Material original
C1-ORT-0075,C1,Ortografia,test,Quina opció està escrita correctament?,immens,immènç,inmens,imens,A,Immens porta mm.,Material original
C1-ORT-0076,C1,Ortografia,test,Quina opció està escrita correctament?,connexió,connexiò,connecció,conexió,A,Connexió porta nn i x.,Material original
C1-ORT-0077,C1,Ortografia,test,Quina opció està escrita correctament?,anex,ànnex,annex,annexe,C,Annex porta nn.,Material original
C1-ORT-0406,C1,Ortografia,test,Quina opció està escrita correctament?,ecsamen,egsamen,exàmen,examen,D,Examen no porta accent i s’escriu amb x.,Material original
C1-ORT-0407,C1,Ortografia,test,Quina opció està escrita correctament?,ejemple,egemple,exemle,exemple,D,Exemple amb x.,Material original
C1-ORT-0408,C1,Ortografia,test,Quina opció està escrita correctament?,exigir,esigir,exijir,egigir,A,Exigir amb x i g.,Material original
C1-ORT-0409,C1,Ortografia,test,Quina opció està escrita correctament?,egzistir,esistir,ecsistir,existir,D,Existir amb x.,Material original
C1-ORT-0410,C1,Ortografia,test,Quina opció està escrita correctament?,xarxa,La frase és correcta tal com està.,No cal cap canvi.,No és una opció adequada.,A,Xarxa amb x inicial.,Material original
C1-ORT-0411,C1,Ortografia,test,Quina opció està escrita correctament?,baixàr,bachar,baijar,baixar,D,Baixar amb ix.,Material original
C1-ORT-0412,C1,Ortografia,test,Quina opció està escrita correctament?,deijar,deixàr,dexar,deixar,D,Deixar amb ix.,Material original
C1-ORT-0413,C1,Ortografia,test,Quina opció està escrita correctament?,mateix,mateig,matèix,mateixx,A,Mateix amb ix.,Material original
C1-PRE-0232,C1,Preposicions,test,Aquest document és ___ les persones aspirants.,per a,per,amb,cap,A,Destinació: per a.,Material original
C1-PRE-0233,C1,Preposicions,test,El carrer va ser tallat ___ la policia.,per,per a,de,amb,A,Complement agent: per.,Material original
C1-PRE-0234,C1,Preposicions,test,Visc ___ València.,cap a de,per,en,a,D,Amb noms de ciutat: a.,Material original
C1-PRE-0235,C1,Preposicions,test,Treballe ___ una empresa pública.,de,per,a,en,D,En molts contexts locatius no puntuals: en.,Material original
C1-PRO-0137,C1,Pronoms febles,test,Tria la substitució pronominal correcta.,Els he comprat tres.,Ho he comprat tres.,He comprat tres-ne.,N’he comprat tres.,D,Amb quantitat i de + nom: en.,Material original
C1-PRO-0138,C1,Pronoms febles,test,Tria la substitució pronominal correcta.,Vaig-hi cada estiu.,Hi vaig cada estiu.,En vaig cada estiu.,Ho vaig cada estiu.,B,Complement de lloc introduït per a/en: hi.,Material original
C1-PRO-0139,C1,Pronoms febles,test,Tria la substitució pronominal correcta.,El sé perfectament.,En sé perfectament.,Ho sé perfectament.,Li sé perfectament.,C,Una oració o idea sencera se substitueix per ho.,Material original
C1-PRO-0140,C1,Pronoms febles,test,Tria la substitució pronominal correcta.,No li parle mai.,No ho parle mai.,No en parle mai.,No el parle mai.,C,Parlar de + tema: en.,Material original
C1-PRO-0141,C1,Pronoms febles,test,Tria la substitució pronominal correcta.,Dona-la el rebut.,Dona’n el rebut.,Dona-ho el rebut.,Dona-li el rebut.,D,A ell/ella: li.,Material original
C1-PRO-0142,C1,Pronoms febles,test,Tria la substitució pronominal correcta.,Porta-ls demà.,Porta-les demà.,Els porta demà.,Porta’ls demà.,D,"Darrere imperatiu afirmatiu, pronom enclític: porta’ls.",Material original
C1-PRO-0143,C1,Pronoms febles,test,Tria la substitució pronominal correcta.,No portes-los demà.,No porta’ls demà.,No els portes demà.,No les portes demà.,C,"En negació, el pronom va davant del verb.",Material original
C1-PRO-0144,C1,Pronoms febles,test,Tria la substitució pronominal correcta.,Vaig comprar dos-ne.,Vaig comprar-ne dos.,Vaig comprar-los dos.,Vaig comprar-ho dos.,B,Infinitiu + en: comprar-ne.,Material original
C1-PRO-0145,C1,Pronoms febles,test,Tria la substitució pronominal correcta.,Vull la veure.,Vull veure’n.,Vull veure-la.,Vull veure-li.,C,"Amb infinitiu, el pronom pot anar darrere: veure-la.",Material original
C1-PRO-0146,C1,Pronoms febles,test,Tria la substitució pronominal correcta.,Ho he vist a ell.,L’he vist.,Li he vist.,El he vist.,B,El pronom el s’apostrofa davant h: l’he.,Material original
C1-PRO-0147,C1,Pronoms febles,test,Tria la substitució pronominal correcta.,Ho m’he oblidat.,M’he oblidat d’això.,Me he n’oblidat.,Me n’he oblidat.,D,Oblidar-se de: en; combinació me n’.,Material original
C1-PUN-0290,C1,Puntuació,test,Tria la puntuació correcta.,El document que ja està signat s’enviarà demà.,El document; que ja està signat; s’enviarà demà.,"El document que, ja està signat, s’enviarà demà.","El document, que ja està signat, s’enviarà demà.",D,Incís explicatiu entre comes.,Material original
C1-PUN-0291,C1,Puntuació,test,Tria la puntuació correcta.,A més cal presentar una còpia.,"A més, cal presentar una còpia.",A més; cal presentar una còpia.,"A, més cal presentar una còpia.",B,Connector inicial amb coma.,Material original
C1-PUN-0292,C1,Puntuació,test,Tria la puntuació correcta.,El termini acaba demà: per tant convé inscriure-s’hi hui.,"El termini acaba demà, per tant convé inscriure-s’hi hui.",El termini acaba demà per tant convé inscriure-s’hi hui.,"El termini acaba demà; per tant, convé inscriure-s’hi hui.",D,El punt i coma separa oracions relacionades; per tant porta coma.,Material original
C1-REG-0281,C1,Registre i adequació,test,Tria l’opció més adequada per a un registre formal.,Necessite que em feu cas ja.,A vore si ho arregleu.,Sol·licite que es revise la meua inscripció.,Vull que mireu lo meu.,C,Registre administratiu formal.,Material original
C1-REG-0282,C1,Registre i adequació,test,Tria l’opció més adequada per a un registre formal.,Et passe papers.,Vos envie lo que tocava.,Ací va tot.,Adjunte la documentació requerida.,D,Fórmula formal per a correu o instància.,Material original
C1-REG-0283,C1,Registre i adequació,test,Tria l’opció més adequada per a un registre formal.,Ja em dius algo.,"Si això, parlem.",Reste a la seua disposició per a qualsevol aclariment.,"Qualsevol cosa, pega’m un toc.",C,Comiat formal adequat.,Material original
C1-SIN-0217,C1,Sintaxi i connectors,test,"És una proposta interessant; ___, cal revisar-ne el cost.",tanmateix,aleshores que,degut que,per a que,A,Tanmateix equival a no obstant això.,Material original
C1-SIN-0218,C1,Sintaxi i connectors,test,"S’ha aprovat el pressupost; ___, s’ha creat una comissió de seguiment.",ja que sí,així mateix,sinó mateix,en tant que no,B,Així mateix afegeix informació en registre formal.,Material original
C1-SIN-0219,C1,Sintaxi i connectors,test,"___ no hi ha quòrum, s’ajorna la sessió.",ja que de,a què,atés que,en base a que,C,Atés que introdueix causa formal.,Material original
C1-SIN-0220,C1,Sintaxi i connectors,test,Hem preparat materials ___ facilitar l’estudi.,a fi de que de,per tal de,per a que,amb el fi que de,B,Per tal de + infinitiu expressa finalitat.,Material original
C1-SIN-0221,C1,Sintaxi i connectors,test,"___ havia estudiat, es va posar nerviós.",malgrat que,mal que de,tot i de que,encara de que,A,Malgrat que és concessiu.,Material original
C1-SIN-0222,C1,Sintaxi i connectors,test,"___ les taxes, encara no s’han publicat.",amb quant a,en quan a,en quant a,quant a,D,Quant a és la forma correcta.,Material original
C1-SIN-0223,C1,Sintaxi i connectors,test,La prova s’ha suspés ___ la pluja.,donat a,a causa de,per culpa que de,degut a,B,A causa de és una forma segura en registre formal.,Material original
C1-SIN-0224,C1,Sintaxi i connectors,test,"___ la convocatòria, cal llegir les bases.",en relació amb,amb relació de,en relació a,relacionat a,A,En relació amb és una construcció formal adequada.,Material original
C1-SIN-0225,C1,Sintaxi i connectors,test,"___ les instruccions, cal signar el full.",d’acord a,d’acord amb,acord amb de,d’acorde a,B,D’acord amb és la forma normativa.,Material original
C1-TRA-0340,C1,Transformació de frases,texto,"Reformula amb “malgrat que”: El termini és curt, però presentarem la sol·licitud.",,,,,"Malgrat que el termini és curt, presentarem la sol·licitud.",Malgrat que introdueix concessió.,Material original
C1-TRA-0341,C1,Transformació de frases,texto,Reformula amb “com que”: No hi havia places; em vaig inscriure en la llista d’espera.,,,,,"Com que no hi havia places, em vaig inscriure en la llista d’espera.",Com que introdueix causa inicial.,Material original
C1-TRA-0342,C1,Transformació de frases,texto,Reformula amb “per tal de”: S’ampliarà l’horari per millorar el servei.,,,,,"Per tal de millorar el servei, s’ampliarà l’horari.",Per tal de + infinitiu expressa finalitat.,Material original
C1-VER-0103,C1,Verbs,test,"Si jo ___ més temps, acabaria el treball.",tindré,tinc,tinguera,tindria,C,Condicional hipotètica: imperfet de subjuntiu.,Material original
C1-VER-0104,C1,Verbs,test,"Si ell ___ vindre, ens ajudaria.",poguera,puga,puc,podria,A,Imperfet de subjuntiu: poguera.,Material original
C1-VER-0105,C1,Verbs,test,"Si tu ___ més exercici, et trobaries millor.",faig,faça,fera,faria,C,Imperfet de subjuntiu: fera.,Material original
C1-VER-0106,C1,Verbs,test,"Si ella ___ a la reunió, entendria el problema.",aniria,vaja,vaig,anara,D,Imperfet de subjuntiu: anara.,Material original
C1-VER-0107,C1,Verbs,test,"Si el tècnic ___ hui, ho revisaria.",vinguera,vindria,vinga,ve,A,Imperfet de subjuntiu: vinguera.,Material original
C1-VER-0108,C1,Verbs,test,És important que ell ___ puntual.,estiga,siga,fora,és,B,Present de subjuntiu del verb ser: siga.,Material original
C1-VER-0109,C1,Verbs,test,Cal que la porta ___ oberta.,està,estiguera,siga,estiga,D,Present de subjuntiu: estiga.,Material original
C1-VER-0110,C1,Verbs,test,No crec que ella ___ raó.,tinga,té,tinguera,tindrà,A,Present de subjuntiu: tinga.,Material original
C1-VER-0111,C1,Verbs,test,Espere que ell ___ vindre.,puga,podria,pot,poguera,A,Present de subjuntiu: puga.,Material original
